IC	Gene	n_genes	phenotype
IC27	FEM1C	260	
IC27	BST2	260	
IC27	ALDH6A1	260	
IC27	SLC20A2	260	
IC27	RGS6	260	
IC27	TCN2	260	
IC27	DTNA	260	
IC27	LGI1	260	
IC27	AASS	260	
IC27	ADAM9	260	
IC27	MEOX2	260	
IC27	MLC1	260	
IC27	KIAA0141	260	
IC27	C6orf15	260	
IC27	PCDHGC3	260	
IC27	SCN7A	260	
IC27	PLTP	260	
IC27	CPNE4	260	
IC27	BBS2	260	
IC27	PPAP2B	260	
IC27	IRS2	260	
IC27	WASF3	260	
IC27	CD97	260	
IC27	MASP1	260	
IC27	CPNE5	260	
IC27	NT5DC3	260	
IC27	RPS4Y1	260	
IC27	NLGN3	260	
IC27	PDGFA	260	
IC27	SACS	260	
IC27	PHYHIPL	260	
IC27	RFX4	260	
IC27	SMOX	260	
IC27	JAKMIP2	260	
IC27	SLC35A4	260	
IC27	TGFB2	260	
IC27	LRP4	260	
IC27	GPR37L1	260	
IC27	TFCP2L1	260	
IC27	MLEC	260	
IC27	GJA1	260	
IC27	KALRN	260	
IC27	UHRF1	260	
IC27	UGGT2	260	
IC27	ABCA1	260	
IC27	GRAMD3	260	
IC27	BCHE	260	
IC27	PLEKHB1	260	
IC27	PMP22	260	
IC27	CLDN10	260	
IC27	GSTT1	260	
IC27	KAT2B	260	
IC27	ZEB1	260	
IC27	GNPDA1	260	
IC27	HIST1H2AC	260	
IC27	BTBD3	260	
IC27	GABBR2	260	
IC27	MCC	260	
IC27	ARHGAP26	260	
IC27	CLK4	260	
IC27	NRCAM	260	
IC27	SLC44A2	260	
IC27	OSBPL3	260	
IC27	SORL1	260	
IC27	C1orf21	260	
IC27	ZFYVE21	260	
IC27	TMEM9B	260	
IC27	HPR	260	
IC27	AKAP13	260	
IC27	ATP6V0E2	260	
IC27	SLC3A2	260	
IC27	JAM2	260	
IC27	WLS	260	
IC27	COL8A1	260	
IC27	ADAM19	260	
IC27	COL23A1	260	
IC27	RFTN2	260	
IC27	HSPA9	260	
IC27	ROBO2	260	
IC27	SPATA6	260	
IC27	PAPD4	260	
IC27	NBPF14	260	
IC27	CPNE8	260	
IC27	DPYSL3	260	
IC27	RAB31	260	
IC27	MAB21L3	260	
IC27	ACPL2	260	
IC27	GPR56	260	
IC27	TAF7	260	
IC27	EPHA4	260	
IC27	AK4	260	
IC27	RANBP3L	260	
IC27	ADAMTS9	260	
IC27	IPO9	260	
IC27	IFITM3	260	
IC27	TNIK	260	
IC27	ADCY2	260	
IC27	ARL4A	260	
IC27	GAS7	260	
IC27	ZFP36L2	260	
IC27	METTL3	260	
IC27	DUSP10	260	
IC27	UGDH-AS1	260	
IC27	ADH5	260	
IC27	CDC42EP4	260	
IC27	NPNT	260	
IC27	APC	260	
IC27	MEF2C	260	
IC27	HLA-B	260	
IC27	AHCYL2	260	
IC27	SAFB2	260	
IC27	GTF2H2	260	
IC27	SFXN5	260	
IC27	C5orf4	260	
IC27	AIG1	260	
IC27	KCNJ10	260	
IC27	SSBP2	260	
IC27	KCNIP1	260	
IC27	RYR3	260	
IC27	NBPF10	260	
IC27	PEA15	260	
IC27	FABP7	260	
IC27	CTNND2	260	
IC27	KCTD12	260	
IC27	ABCC3	260	
IC27	KIF21A	260	
IC27	UTY	260	
IC27	C19orf18	260	
IC27	STK36	260	
IC27	GSTM1	260	
IC27	XPR1	260	
IC27	MAPK10	260	
IC27	EGFR-AS1	260	
IC27	ABAT	260	
IC27	CRB1	260	
IC27	NLGN4Y	260	
IC27	XAF1	260	
IC27	ETV1	260	
IC27	GLIPR2	260	
IC27	NADKD1	260	
IC27	SCD5	260	
IC27	CDH10	260	
IC27	TRIM22	260	
IC27	EFTUD2	260	
IC27	SAMD9L	260	
IC28	PDP1	141	
IC28	HAPLN1	141	
IC28	ATP2B4	141	
IC28	ANXA1	141	
IC28	LAMP5	141	
IC28	RP11-263C16.2	141	
IC28	PPP1R15B	141	
IC28	SEMA3E	141	
IC28	PSPH	141	
IC28	S100A6	141	
IC28	ID2	141	
IC28	S100A10	141	
IC28	FLRT3	141	
IC28	SNTG1	141	
IC28	STOM	141	
IC28	SEMA3A	141	
IC28	MYC	141	
IC28	TIMM21	141	
IC28	FZD6	141	
IC28	SDC2	141	
IC28	ACO1	141	
IC28	PRCP	141	
IC28	CD44	141	
IC28	NTRK2	141	
IC28	C14orf23	141	
IC28	BTBD3	141	
IC28	SOX9	141	
IC28	PLK2	141	
IC28	ELMO1	141	
IC28	RP11-208G20.2	141	
IC28	RGS2	141	
IC28	STC1	141	
IC28	NFASC	141	
IC28	LDB2	141	
IC28	PHLDA1	141	
IC28	SLC29A1	141	
IC28	LAMC1	141	
IC28	TNC	141	
IC28	ANXA2	141	
IC28	AP3M2	141	
IC28	ADAMTS3	141	
IC28	ACTA2	141	
IC28	MDK	141	
IC28	ZC3H11A	141	
IC28	S100A13	141	
IC28	PLK1S1	141	
IC28	LAPTM4B	141	
IC28	PMP22	141	
IC28	TRAM2	141	
IC28	SEMA6D	141	
IC28	APH1B	141	
IC28	RBBP5	141	
IC28	IL17RB	141	
IC28	ARSE	141	
IC28	PIGN	141	
IC28	DECR1	141	
IC28	CLU	141	
IC28	CHURC1	141	
IC28	SNAP25	141	
IC28	RP11-534G20.3	141	
IC28	FN1	141	
IC28	AC002454.1	141	
IC28	ZNF880	141	
IC28	MATN2	141	
IC28	VOPP1	141	
IC28	NUPR1L	141	
IC28	TUBB6	141	
IC28	PRSS23	141	
IC28	NMRAL1	141	
IC28	DSTYK	141	
IC28	GPCPD1	141	
IC28	RPL39L	141	
IC28	SLC50A1	141	
IC28	GPSM2	141	
IC28	CD9	141	
IC28	RP11-356J5.12	141	
IC28	BLVRB	141	
IC28	ATL1	141	
IC28	ANXA4	141	
IC28	CDH11	141	
IC28	RIT1	141	
IC28	PHYH	141	
IC28	SAR1A	141	
IC28	PDRG1	141	
IC28	PLP2	141	
IC28	KDELR3	141	
IC28	FBXW7	141	
IC28	MRPS10	141	
IC28	GBA	141	
IC28	TUFT1	141	
IC28	NAA20	141	
IC28	AHNAK	141	
IC28	KLF10	141	
IC28	ATP1A2	141	
IC28	MDM4	141	
IC28	YIPF3	141	
IC28	PRNP	141	
IC28	CDH19	141	
IC28	TAGLN2	141	
IC28	TCTA	141	
IC28	CNDP2	141	
IC28	TMBIM1	141	
IC28	CSRP2BP	141	
IC28	GTPBP4	141	
IC28	EMP3	141	
IC28	PTGFRN	141	
IC28	PLOD1	141	
IC28	KIFAP3	141	
IC28	FAM114A1	141	
IC28	PYGL	141	
IC28	SCARA3	141	
IC28	ZNF343	141	
IC28	MAN1B1	141	
IC28	H1F0	141	
IC28	SLC25A20	141	
IC28	PHYHIPL	141	
IC28	MAD2L1BP	141	
IC28	NEAT1	141	
IC28	EMC2	141	
IC28	ESF1	141	
IC28	MTTP	141	
IC28	THBS3	141	
IC28	FDFT1	141	
IC28	TPM1	141	
IC28	KLHDC8A	141	
IC28	MAK16	141	
IC28	TRMT10A	141	
IC28	ACAA2	141	
IC28	SPARCL1	141	
IC28	CD99	141	
IC28	SCFD1	141	
IC28	HSDL2	141	
IC28	RBBP9	141	
IC28	AKR1A1	141	
IC28	C1orf122	141	
IC28	MRPL24	141	
IC28	MUL1	141	
IC28	CDS2	141	
IC28	PIGC	141	
IC28	ARPC1B	141	
IC28	ZNF133	141	
IC29	SPRY1	107	
IC29	MFAP4	107	
IC29	UBE2L6	107	
IC29	IGFBP5	107	
IC29	DHRS3	107	
IC29	PDCD4	107	
IC29	ABCA1	107	
IC29	PKIG	107	
IC29	PIR	107	
IC29	CLU	107	
IC29	SERPINF1	107	
IC29	COQ5	107	
IC29	MFAP2	107	
IC29	LMO3	107	
IC29	CNN2	107	
IC29	HSD17B11	107	
IC29	PSMB8	107	
IC29	PBX1	107	
IC29	MTRNR2L8	107	
IC29	TP53INP1	107	
IC29	ING4	107	
IC29	PDGFRA	107	
IC29	FAT4	107	
IC29	TFDP2	107	
IC29	MRPL10	107	
IC29	OLFML2A	107	
IC29	PCDH18	107	
IC29	SESN3	107	
IC29	NUPR1	107	
IC29	RBM5	107	
IC29	SH3BGRL	107	
IC29	BDH2	107	
IC29	NQO1	107	
IC29	HPS4	107	
IC29	RFTN2	107	
IC29	METTL21B	107	
IC29	AC004696.2	107	
IC29	CRBN	107	
IC29	EPHA3	107	
IC29	SEMA6D	107	
IC29	LPL	107	
IC29	EFNA5	107	
IC29	ANGPT1	107	
IC29	FCGRT	107	
IC29	COG4	107	
IC29	SLC38A1	107	
IC29	PLSCR4	107	
IC29	SEPSECS	107	
IC29	MLLT3	107	
IC29	SIX1	107	
IC29	PCDH11X	107	
IC29	TMEM98	107	
IC29	CTTNBP2	107	
IC29	DHX40	107	
IC29	POLI	107	
IC29	DLX5	107	
IC29	PLTP	107	
IC29	MRPL45	107	
IC29	NBEA	107	
IC29	GSTA4	107	
IC29	C22orf29	107	
IC29	PARP9	107	
IC29	CXCL12	107	
IC29	IL33	107	
IC29	ZNF395	107	
IC29	TRMT61B	107	
IC29	EZH1	107	
IC29	A2M	107	
IC29	RUNX2	107	
IC29	TP53TG1	107	
IC29	FKBP7	107	
IC29	PDLIM3	107	
IC29	DCAKD	107	
IC29	WDR54	107	
IC29	MTRNR2L1	107	
IC29	IFT74	107	
IC29	LINC00263	107	
IC29	CYBRD1	107	
IC29	EFHC1	107	
IC29	TRAPPC6A	107	
IC29	C2orf68	107	
IC29	PARP14	107	
IC29	CCNG1	107	
IC29	PCOLCE	107	
IC29	COA5	107	
IC29	BNC2	107	
IC29	SIVA1	107	
IC29	TP53	107	
IC29	TKT	107	
IC29	IGBP1	107	
IC29	RP4-717I23.3	107	
IC29	LIPI	107	
IC29	HBP1	107	
IC29	PET112	107	
IC29	NREP	107	
IC29	FAM198B	107	
IC29	C17orf75	107	
IC29	CAT	107	
IC29	TSPAN6	107	
IC29	KIAA1009	107	
IC29	ASTN2	107	
IC29	DCUN1D4	107	
IC29	OARD1	107	
IC29	GSN	107	
IC29	APOBEC3C	107	
IC29	CCDC66	107	
IC29	CDKN2C	107	
IC30	TDO2	252	ECM
IC30	MGP	252	ECM
IC30	MMP1	252	ECM
IC30	CCL2	252	ECM
IC30	SEMA3A	252	ECM
IC30	LOX	252	ECM
IC30	IL8	252	ECM
IC30	EMCN	252	ECM
IC30	NT5E	252	ECM
IC30	EDNRA	252	ECM
IC30	IGFBP5	252	ECM
IC30	TNC	252	ECM
IC30	CDH13	252	ECM
IC30	PDLIM1	252	ECM
IC30	RCAN1	252	ECM
IC30	CYP1B1	252	ECM
IC30	FAM213A	252	ECM
IC30	DNER	252	ECM
IC30	TFAP2C	252	ECM
IC30	ITGA11	252	ECM
IC30	SOX9	252	ECM
IC30	PAMR1	252	ECM
IC30	PHLDA1	252	ECM
IC30	FRG2	252	ECM
IC30	HBEGF	252	ECM
IC30	LOXL2	252	ECM
IC30	LAMA4	252	ECM
IC30	SLC12A8	252	ECM
IC30	CD163L1	252	ECM
IC30	LGR4	252	ECM
IC30	MYLIP	252	ECM
IC30	RASSF8	252	ECM
IC30	PTBP2	252	ECM
IC30	MPP4	252	ECM
IC30	SH3KBP1	252	ECM
IC30	FAM43A	252	ECM
IC30	TNFAIP3	252	ECM
IC30	SDC2	252	ECM
IC30	PDE4B	252	ECM
IC30	BCHE	252	ECM
IC30	LRRC17	252	ECM
IC30	FYN	252	ECM
IC30	LPCAT2	252	ECM
IC30	TANC1	252	ECM
IC30	IER3	252	ECM
IC30	SHISA2	252	ECM
IC30	S100A3	252	ECM
IC30	PLAU	252	ECM
IC30	SOX11	252	ECM
IC30	ARHGDIB	252	ECM
IC30	MYLK	252	ECM
IC30	MGLL	252	ECM
IC30	FAT3	252	ECM
IC30	ADAMTS4	252	ECM
IC30	ZIC2	252	ECM
IC30	TFPI2	252	ECM
IC30	SAMD4A	252	ECM
IC30	NPAS2	252	ECM
IC30	TSPYL5	252	ECM
IC30	F2RL2	252	ECM
IC30	SYTL2	252	ECM
IC30	PLAT	252	ECM
IC30	TES	252	ECM
IC30	SERPINE2	252	ECM
IC30	TRIB2	252	ECM
IC30	ABLIM1	252	ECM
IC30	F3	252	ECM
IC30	JAKMIP2	252	ECM
IC30	FAM110B	252	ECM
IC30	NUAK1	252	ECM
IC30	ITGA1	252	ECM
IC30	COL4A1	252	ECM
IC30	KIAA1217	252	ECM
IC30	SULF2	252	ECM
IC30	CKB	252	ECM
IC30	PLCB1	252	ECM
IC30	DLX2	252	ECM
IC30	SASH1	252	ECM
IC30	PRAC	252	ECM
IC30	FAM46A	252	ECM
IC30	RAI14	252	ECM
IC30	FRMD4A	252	ECM
IC30	RBM11	252	ECM
IC30	LYPD6B	252	ECM
IC30	ITGA4	252	ECM
IC30	FAM107B	252	ECM
IC30	DNM3OS	252	ECM
IC30	KRT18	252	ECM
IC30	ERRFI1	252	ECM
IC30	POC1B	252	ECM
IC30	S100A4	252	ECM
IC30	HS6ST2	252	ECM
IC30	DUSP6	252	ECM
IC30	SGCE	252	ECM
IC30	TCF7L1	252	ECM
IC30	GNG11	252	ECM
IC30	TFAP2A	252	ECM
IC30	PGF	252	ECM
IC30	F2R	252	ECM
IC30	PDGFRL	252	ECM
IC30	SPRY1	252	ECM
IC30	TUBA4A	252	ECM
IC30	SAMD9L	252	ECM
IC30	MLLT11	252	ECM
IC30	AC003092.1	252	ECM
IC30	RIN2	252	ECM
IC30	TENM2	252	ECM
IC30	GNAI1	252	ECM
IC30	CPVL	252	ECM
IC30	COL21A1	252	ECM
IC30	SPARC	252	ECM
IC30	GRIK2	252	ECM
IC30	PTX3	252	ECM
IC30	COL3A1	252	ECM
IC30	PCDH7	252	ECM
IC30	PPFIBP1	252	ECM
IC30	PRNP	252	ECM
IC30	COL12A1	252	ECM
IC30	FBN1	252	ECM
IC30	FILIP1L	252	ECM
IC30	SVIL	252	ECM
IC30	MEGF10	252	ECM
IC30	CD82	252	ECM
IC30	DGKD	252	ECM
IC30	RUNX3	252	ECM
IC30	BGN	252	ECM
IC30	IL7R	252	ECM
IC30	CERKL	252	ECM
IC30	PKIG	252	ECM
IC30	PAM	252	ECM
IC30	ITM2A	252	ECM
IC30	ST3GAL5	252	ECM
IC30	TNFAIP6	252	ECM
IC30	RAB15	252	ECM
IC30	PIK3R3	252	ECM
IC30	NR3C2	252	ECM
IC30	EHD3	252	ECM
IC30	LDB2	252	ECM
IC30	PDCD1LG2	252	ECM
IC30	AC017048.3	252	ECM
IC30	HCLS1	252	ECM
IC30	EXT2	252	ECM
IC30	KIF1A	252	ECM
IC30	PEG10	252	ECM
IC30	NEDD9	252	ECM
IC30	TTLL7	252	ECM
IC30	MAP9	252	ECM
IC30	COL4A2	252	ECM
IC30	EFHC1	252	ECM
IC30	CAP2	252	ECM
IC30	MAP3K1	252	ECM
IC30	IGDCC4	252	ECM
IC30	TPM1	252	ECM
IC30	SH3BP4	252	ECM
IC30	RND3	252	ECM
IC30	COL6A3	252	ECM
IC30	SHROOM3	252	ECM
IC30	HSPA5	252	ECM
IC30	NKX3-1	252	ECM
IC30	CALD1	252	ECM
IC30	PCDHB11	252	ECM
IC30	ACTA2	252	ECM
IC30	RCN1	252	ECM
IC30	CD44	252	ECM
IC30	PAK1	252	ECM
IC30	DIO2	252	ECM
IC30	FRG2C	252	ECM
IC30	MTMR10	252	ECM
IC30	VMP1	252	ECM
IC30	PCDHB2	252	ECM
IC30	DNAJB9	252	ECM
IC30	LPL	252	ECM
IC30	RP13-259F12.2	252	ECM
IC30	RGL1	252	ECM
IC30	LAMB3	252	ECM
IC30	RHOQ	252	ECM
IC30	NEFL	252	ECM
IC30	PHLDB2	252	ECM
IC30	MTUS1	252	ECM
IC30	TRIM2	252	ECM
IC30	MANBA	252	ECM
IC30	RHOJ	252	ECM
IC30	TBL1X	252	ECM
IC30	CABLES1	252	ECM
IC30	PLAUR	252	ECM
IC30	MAP3K5	252	ECM
IC30	EPAS1	252	ECM
IC30	GLI3	252	ECM
IC30	COLEC12	252	ECM
IC30	IGFBP2	252	ECM
IC30	BBOX1	252	ECM
IC30	NFE2L3	252	ECM
IC30	ITM2C	252	ECM
IC30	GAP43	252	ECM
IC30	STK32B	252	ECM
IC30	MYO1B	252	ECM
IC30	6-Sep	252	ECM
IC30	ABCA4	252	ECM
IC30	NAV3	252	ECM
IC30	ATXN1	252	ECM
IC30	PMAIP1	252	ECM
IC30	ZNF22	252	ECM
IC30	ITPR1	252	ECM
IC30	TMEM200A	252	ECM
IC30	NRCAM	252	ECM
IC30	LRP4	252	ECM
IC30	CRMP1	252	ECM
IC30	PRTFDC1	252	ECM
IC30	EDIL3	252	ECM
IC30	GUCY1A2	252	ECM
IC30	PALM2	252	ECM
IC30	HTRA1	252	ECM
IC30	PTGFRN	252	ECM
IC30	DAB2	252	ECM
IC30	UCHL1	252	ECM
IC30	ATP1B3	252	ECM
IC30	SPP1	252	ECM
IC30	PELI1	252	ECM
IC30	SATB2	252	ECM
IC30	FAM129A	252	ECM
IC30	MAP1LC3B	252	ECM
IC30	AC016683.6	252	ECM
IC30	ATP9A	252	ECM
IC30	GBP2	252	ECM
IC30	COL5A1	252	ECM
IC30	AK4	252	ECM
IC30	PLOD3	252	ECM
IC30	RBMS1	252	ECM
IC30	ENC1	252	ECM
IC30	CPEB4	252	ECM
IC30	THBS3	252	ECM
IC30	TGFBR2	252	ECM
IC30	SLC7A11	252	ECM
IC30	AFF1	252	ECM
IC30	NID2	252	ECM
IC30	GLB1	252	ECM
IC30	MARCKSL1	252	ECM
IC30	LIMCH1	252	ECM
IC30	SORL1	252	ECM
IC30	ITGA6	252	ECM
IC30	GEM	252	ECM
IC30	CYLD	252	ECM
IC30	BMP1	252	ECM
IC30	CCPG1	252	ECM
IC30	IRAK2	252	ECM
IC30	SEMA6A	252	ECM
IC30	PDIA5	252	ECM
IC30	MSX1	252	ECM
IC30	CDK14	252	ECM
IC30	PMP22	252	ECM
IC30	SSFA2	252	ECM
IC30	PID1	252	ECM
